Series Name,Series Code,Country Name,Country Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Kenya,KEN,99.098562776,99.3224961106,92.1551646806,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Kiribati,KIR,104.8291672038,107.6920421641,114.3331975223,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Kosovo,XKX,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Latvia,LVA,102.5547444783,103.8163581192,104.6708056658,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Liechtenstein,LIE,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Luxembourg,LUX,92.3744265249,93.3134823801,95.362602708,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,North Macedonia,MKD,97.1477293984,96.448827818,87.8565523074,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Malta,MLT,100.1041818739,110.4466866118,104.1150524128,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Marshall Islands,MHL,102.3590319854,105.4664305681,100.3979592718,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Mauritania,MRT,122.5526454198,136.3743430365,151.7461111239,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Mauritius,MUS,97.3129510754,101.606733148,93.7609558683,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Moldova,MDA,98.3114651069,112.5538224904,107.9708516034,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Monaco,MCO,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Montenegro,MNE,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Morocco,MAR,91.6523307234,96.4124668172,88.906288844,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Netherlands,NLD,99.650661994,99.092503664,96.9359057026,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,New Caledonia,NCL,111.6594182007,112.3869765724,129.064445244,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,New Zealand,NZL,110.1836617886,112.8462900869,114.8210104236,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Papua New Guinea,PNG,97.5699877822,102.3541260168,177.4335414934,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Poland,POL,98.6642226539,100.8456357113,98.4689516363,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Portugal,PRT,99.2048347767,98.7267347455,97.6011845338,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Romania,ROU,98.5447483705,100.1221801961,99.2666637982,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Russian Federation,RUS,109.3195554812,89.1523525963,115.2452309143,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Samoa,WSM,102.2209504795,102.6138306416,101.2080261032,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,San Marino,SMR,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Saudi Arabia,SAU,127.6565464948,113.1968627448,139.8961599034,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Serbia,SRB,98.9207385897,100.9091979528,97.1794237013,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Seychelles,SYC,103.2147460983,98.9637156429,101.7282827319,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Singapore,SGP,94.4875491934,91.1967325066,93.6066356304,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Sint Maarten (Dutch part),SXM,110.4921907931,110.7456753485,109.3479040531,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Slovak Republic,SVK,101.7633172822,104.113881642,102.1187123821,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Solomon Islands,SLB,90.1423220016,94.3577640148,92.9130112992,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,South Africa,ZAF,111.8413339402,123.2853715018,128.3226323324,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Spain,ESP,98.187052848,101.5483330135,98.3911159654,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,St. Lucia,LCA,101.4048127012,93.2265739118,99.274964425,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,St. Martin (French part),MAF,110.4921907931,110.7456753485,109.3479040531,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,St. Vincent and the Grenadines,VCT,93.9715467426,84.2793102027,185.8252477088,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Sweden,SWE,99.0892826312,99.0622796168,99.9299317386,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Switzerland,CHE,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Tunisia,TUN,96.1494415438,99.5337976296,91.2185629393,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Turkiye,TUR,94.733511193,99.6128322795,88.6360363382,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Turks and Caicos Islands,TCA,99.5609825009,98.7366129482,94.145172476,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Ukraine,UKR,100.9032200926,105.9686427958,128.2367109513,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,United Kingdom,GBR,86.9613612293,83.2292788958,95.1855276035,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,United States,USA,100.3187251,100,104.6546547,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Norway,NOR,93.4534224988,72.5193066103,113.4316669386,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Slovenia,SVN,99.0384256127,103.6690438052,100.9597124753,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Albania,ALB,9274269395.1,10477224919.8,11054752381.6,10420193315.8,11363954732.5
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Andorra,AND,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Armenia,ARM,11884488146.3,13061785395.5,14039607363.2,15931152887.6,15838832193.4
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Australia,AUS,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Austria,AUT,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Azerbaijan,AZE,16539074382,16478249028.4,15647994867,15277053817.9,14532679535.5
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Bahamas, The",BHS,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Belarus,BLR,40734118642.4,41792363746.1,41653683788.2,39858867169.4,36704544069.5
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Belgium,BEL,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Bosnia and Herzegovina,BIH,12789468857.3,14074547067.3,13825594017,13385570595.5,14010190698.1
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Brazil,BRA,568708887352.2,549325935898.2,571530916149.8,579468087189.4,607115489833
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Canada,CAN,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Channel Islands,CHI,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Congo, Dem. Rep.",COD,6503189285.1,7102636135.2,9168061522.9,9714258144.1,11066891639.2
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Congo, Rep.",COG,8397253562.3,8223877439.2,8254466304,7862003141.4,7779155931.2
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Costa Rica,CRI,29801637994.4,30830818264.4,33661969416.8,38682576390.5,39025118294.5
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Cote d'Ivoire,CIV,19831484538.4,25106673275.5,29767834091.7,31787359858.9,36547882003.7
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Croatia,HRV,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Cyprus,CYP,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Czechia,CZE,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Denmark,DNK,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Dominica,DMA,460210461.4,480930079.6,509985025.6,598841701.7,598135919.1
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Ecuador,ECU,51908820292.2,56397276775.8,58115985989.7,60683764801.2,60563619918.5
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Egypt, Arab Rep.",EGY,114910260649.9,132538717154,145998330659.9,163092456403.3,168062300503.6
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,El Salvador,SLV,17368634891.6,18485326634.2,20341989714.6,21309322065.6,22741503454.9
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Equatorial Guinea,GNQ,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Eritrea,ERI,771710773.6,789671429.3,761804727.5,715304699.5,712779139.1
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Estonia,EST,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Faroe Islands,FRO,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Finland,FIN,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,France,FRA,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,French Polynesia,PYF,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Georgia,GEO,18757549511.8,20089586516.9,22053890362.6,23982271472.2,24467544298
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Germany,DEU,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Gibraltar,GIB,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Greece,GRC,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Greenland,GRL,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Grenada,GRD,545922057.5,681649747.6,753308960.2,699769056,727141919
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Guatemala,GTM,24596433139.3,24357414712.1,26313444120.1,25269486615.2,25364845251.6
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Guinea,GIN,3539865720.4,4117019182,4641861330,4903692018.9,5164136103.9
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Guinea-Bissau,GNB,657103331.5,869821712.8,1066367108.7,1072539503.4,1128036823.2
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Guyana,GUY,1530459137.7,1506687262.6,1889705076,2070108385.6,2952573717.3
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Honduras,HND,9755669687.5,11074425349.5,12507763354.8,12638567154.6,12820575274.5
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Hungary,HUN,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Iceland,ISL,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Ireland,IRL,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Isle of Man,IMN,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Israel,ISR,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Italy,ITA,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Jamaica,JAM,14464674889.2,14143154389,16011248681,15800255001.6,15349418849.4
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Japan,JPN,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Jordan,JOR,33493554481.7,38038131759.6,41757187873.1,41228308908.8,44629840154.7
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Kazakhstan,KAZ,159281625166.4,161508845872.9,161343780628.2,160974314960.3,163154522932.5
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Kenya,KEN,34970099589.9,38038451074.1,41219100011.5,41556299639.8,42910026054.2
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Kiribati,KIR,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Kosovo,XKX,2417453907.3,3088370306,3345674218.8,3660395633.4,4242269392.8
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Latvia,LVA,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Liechtenstein,LIE,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Luxembourg,LUX,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,North Macedonia,MKD,8883693457.8,10177241392.8,10871173439,11639682525.8,12614290436.4
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Malta,MLT,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Marshall Islands,MHL,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Mauritania,MRT,5381274690.4,5715726448.8,4814115456.2,4586005624.4,4603556865.2
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Mauritius,MUS,12361096211.7,12402260814.6,14700286003.2,17652775747.4,19252338500.9
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Moldova,MDA,7299000270.2,7915592655.6,9034530264.7,9723370030.4,10638677756.4
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Monaco,MCO,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Montenegro,MNE,8448399319.4,10369168118.4,9441706250.1,8735600767.8,8616498559.3
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Morocco,MAR,55279299519.3,66009840918.5,65687357710.1,64971802459.6,69267283212.5
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Netherlands,NLD,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,New Caledonia,NCL,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,New Zealand,NZL,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Papua New Guinea,PNG,18744676569,18046873709.3,19710415210.4,19605359275.9,15320623208.2
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Poland,POL,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Portugal,PRT,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Romania,ROU,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Russian Federation,RUS,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Samoa,WSM,434855300.1,477263797.5,505617952.8,470703052.2,432494880.4
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,San Marino,SMR,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Saudi Arabia,SAU,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Serbia,SRB,32109016714.1,38040503965,41166041485.2,44479267292.1,49000132003.2
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Seychelles,SYC,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Singapore,SGP,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Slovak Republic,SVK,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Solomon Islands,SLB,304960708.8,322597088.9,448610953,477369215.2,527817629.5
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,South Africa,ZAF,190737954551.6,175416998140,169438160061.5,171723253547.3,165786604626.3
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Spain,ESP,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,St. Lucia,LCA,638927013.2,733837563.5,892737914.9,909317236.5,1086264196.2
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,St. Martin (French part),MAF,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,St. Vincent and the Grenadines,VCT,337067165.5,395749235,505365415,553652693.5,628508651.1
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Sweden,SWE,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Switzerland,CHE,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Tunisia,TUN,40224514020.4,41977373872,43022033493.3,41001529300.8,41278696730.2
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Turkiye,TUR,414870032426.6,429769826587.1,436370123073.1,457917129054.5,499842484724
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Turks and Caicos Islands,TCA,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Ukraine,UKR,125724670239.8,133405532754.5,136907590904.5,143317877298,176645481677.3
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,United Kingdom,GBR,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,United States,USA,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Norway,NOR,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Slovenia,SVN,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Albania,ALB,3.99077851075161,7.62983014334288,4.98318684264077,3.77638811742355,3.65106366160668
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Andorra,AND,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Armenia,ARM,15.0095189990006,15.5756935756197,14.1245327765294,10.4817383996196,11.8351882474745
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Australia,AUS,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Austria,AUT,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Azerbaijan,AZE,4.46457387715499,4.38128060497318,3.99933111388924,2.20809310116531,2.65738100687451
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,"Bahamas, The",BHS,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Belarus,BLR,7.21493266407282,7.2894731004125,6.47231412888914,9.63403611706352,11.4642293324809
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Belgium,BEL,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Bosnia and Herzegovina,BIH,5.00852567975624,3.31763999365317,6.3843317439385,4.16725125427567,6.12906958229089
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Brazil,BRA,8.32868430615086,8.99901118869503,10.0045299704736,6.62855124455807,10.7411630643207
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Canada,CAN,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Channel Islands,CHI,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,"Congo, Dem. Rep.",COD,2.15313617445927,0.574600846205235,0.601933044108038,0.617583944005236,0.76375121486312
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,"Congo, Rep.",COG,4.02116124170304,5.62049305928589,2.99235777362035,6.22945042731143,5.30827014073116
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Costa Rica,CRI,5.19182143363171,5.64861762164649,4.60137084003277,4.04265479491537,6.31083526379741
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Cote d'Ivoire,CIV,5.11506410485388,4.01014177130789,2.45383006684324,3.10111268054965,4.69398392101698
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Croatia,HRV,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Cyprus,CYP,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Czechia,CZE,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Denmark,DNK,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Dominica,DMA,6.0732211170648,5.83962995667244,4.50365241373336,6.71923744519911,7.18972121956592
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Ecuador,ECU,8.98069131187579,10.0473425593438,6.24150668703042,4.64608992124426,5.72547326368068
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,"Egypt, Arab Rep.",EGY,2.94081739032531,3.34145512147015,4.47124570125697,3.89324579107336,5.64815387570213
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,El Salvador,SLV,22.0195386068307,21.909329162667,21.1930555021835,11.2393432095433,28.827490495542
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Equatorial Guinea,GNQ,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Eritrea,ERI,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Estonia,EST,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Faroe Islands,FRO,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Finland,FIN,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,France,FRA,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,French Polynesia,PYF,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Georgia,GEO,14.6173244932078,16.0576455143068,15.2215149221451,14.3551521090553,12.5294157019147
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Germany,DEU,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Gibraltar,GIB,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Greece,GRC,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Greenland,GRL,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Grenada,GRD,5.00988576186229,5.12358037173786,4.89973436523438,4.65869275728401,4.48347110630825
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Guatemala,GTM,2.69289286903517,4.56340391027036,2.00227063560306,4.42216001304791,1.71234961829456
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Guinea,GIN,0.830288820123919,1.00201204911283,0.950237569173586,1.07301300342621,1.5013373920662
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Guinea-Bissau,GNB,1.46798969481873,3.51983129730607,2.88993416937236,3.4149852443089,2.81843735421659
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Guyana,GUY,2.71785148993282,2.48556193250504,1.71053829085269,1.59211218697971,3.5191182528677
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Honduras,HND,3.89196379962729,7.02085387735912,4.65772018977943,5.77223842228119,5.46665077550091
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Hungary,HUN,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Iceland,ISL,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Ireland,IRL,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Isle of Man,IMN,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Israel,ISR,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Italy,ITA,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Jamaica,JAM,35.8440537510262,13.7643715503659,9.95741681500908,8.85647013493631,12.6892089160082
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Japan,JPN,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Jordan,JOR,7.52902356808619,7.13215457244622,6.79878096104997,9.54552424232484,7.70165545105011
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Kazakhstan,KAZ,20.6216780366535,19.600791843102,18.0094012527175,21.7565098260029,18.8589925409411
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Kenya,KEN,4.54740284016274,2.83369393557602,2.26098115506385,2.96110577402991,3.64809437105179
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Kiribati,KIR,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Kosovo,XKX,3.25310133658707,4.79061871142053,4.28371311560375,3.19353007841439,2.40604177285852
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Latvia,LVA,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Liechtenstein,LIE,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Luxembourg,LUX,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,North Macedonia,MKD,6.42805834381348,10.1719933671357,11.524619751595,8.11209599737195,11.5820872851463
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Malta,MLT,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Marshall Islands,MHL,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Mauritania,MRT,4.89108730765984,3.60791608181838,4.49437253800151,3.61019894022646,3.68369140951494
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Mauritius,MUS,21.2417876790403,22.3298818275474,23.1760417270877,6.72270519363097,12.9688842546223
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Moldova,MDA,5.07366687672643,5.95537610628243,5.0071317031818,4.73671107618011,7.87281476621531
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Monaco,MCO,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Montenegro,MNE,12.3892852202862,14.5851627112433,14.9861273243597,15.0472111528579,10.2838544613452
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Morocco,MAR,3.35454906837112,4.41362354972362,4.73234897545406,4.6631506576688,4.0674295506021
